entry_id,posting_date,entity,department,account_category,description,vendor_counterparty,amount_usd,payment_terms_days,reconciliation_status
GL-14176,2026-02-10,Group HQ (US),Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,8540.18,60,RECONCILED
GL-14177,2026-09-02,Sub-Sahara Telco PLC,General & Admin,Payroll & Benefits,Engineering Salaries,Gusto Payroll,11587.06,45,RECONCILED
GL-14178,2026-05-20,Enterprise Cloud BV,Sales & Marketing,Payroll & Benefits,Executive Compensation,Remote.com Global,16991.53,30,RECONCILED
GL-14179,2026-08-22,Enterprise Cloud BV,Sales & Marketing,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,8059.33,60,RECONCILED
GL-14180,2026-02-10,Sub-Sahara Telco PLC,Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,2531.84,45,RECONCILED
GL-14181,2026-02-04,Sub-Sahara Telco PLC,Sales & Marketing,Sales & Marketing,Global SaaS Summit Booth,HubSpot Marketing,24075.19,60,RECONCILED
GL-14182,2026-10-19,EMEA Logistics Ltd,General & Admin,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,40283.45,45,RECONCILED
GL-14183,2026-02-27,Group HQ (US),General & Admin,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,6637.33,45,RECONCILED
GL-14184,2026-12-07,Sub-Sahara Telco PLC,Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,7645.6,30,RECONCILED
GL-14185,2026-03-08,EMEA Logistics Ltd,Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,5875.08,60,RECONCILED
GL-14186,2026-03-23,EMEA Logistics Ltd,General & Admin,Payroll & Benefits,Contract Data Engineers,ADP TotalSource,7441.14,45,RECONCILED
GL-14187,2026-01-10,Group HQ (US),Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,3119.18,60,RECONCILED
GL-14188,2026-02-13,Enterprise Cloud BV,Engineering & R&D,Direct COGS,Stripe Payment Processing,OpenAI Inc,2185.91,60,FLAGGED_VARIANCE
GL-14189,2026-12-25,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,4437.17,30,RECONCILED
GL-14190,2026-11-14,EMEA Logistics Ltd,General & Admin,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,70269.19,30,RECONCILED
GL-14191,2026-04-11,Group HQ (US),Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,13119.39,60,RECONCILED
GL-14192,2026-02-04,EMEA Logistics Ltd,General & Admin,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,8044.1,30,PENDING_AUDIT
GL-14193,2026-01-25,EMEA Logistics Ltd,Data Infrastructure,Payroll & Benefits,Executive Compensation,Mercer Benefits,26941.4,60,RECONCILED
GL-14194,2026-09-06,Sub-Sahara Telco PLC,General & Admin,Payroll & Benefits,Executive Compensation,ADP TotalSource,25517.12,60,RECONCILED
GL-14195,2026-06-05,Sub-Sahara Telco PLC,Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,78087.98,45,RECONCILED
GL-14196,2026-05-30,EMEA Logistics Ltd,Sales & Marketing,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,5754.89,30,RECONCILED
GL-14197,2026-03-05,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,19722.24,45,PENDING_AUDIT
GL-14198,2026-12-16,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,33255.32,30,PENDING_AUDIT
GL-14199,2026-11-06,Enterprise Cloud BV,Data Infrastructure,General & Admin,Office Facilities & Coworking,Salesforce Inc,5636.45,60,RECONCILED
GL-14200,2026-07-13,EMEA Logistics Ltd,General & Admin,General & Admin,Audit & Corporate Legal Retainers,Slack Technologies,10944.07,60,RECONCILED
GL-14201,2026-12-22,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,3430.94,45,RECONCILED
GL-14202,2026-02-08,Group HQ (US),Engineering & R&D,Direct COGS,Stripe Payment Processing,Cloudflare CDN,5736.52,45,RECONCILED
GL-14203,2026-02-16,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,18449.38,45,RECONCILED
GL-14204,2026-08-31,Group HQ (US),Engineering & R&D,General & Admin,Audit & Corporate Legal Retainers,Slack Technologies,4127.61,30,RECONCILED
GL-14205,2026-05-17,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,14754.04,45,RECONCILED
GL-14206,2026-05-19,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,42228.48,30,RECONCILED
GL-14207,2026-08-17,Sub-Sahara Telco PLC,Customer Support,Sales & Marketing,Google Search & Ads Campaign,Meta Business,8699.48,60,RECONCILED
GL-14208,2026-01-26,Enterprise Cloud BV,Sales & Marketing,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,11913.14,30,RECONCILED
GL-14209,2026-07-19,EMEA Logistics Ltd,Sales & Marketing,General & Admin,Office Facilities & Coworking,PwC Audit Advisory,2519.44,60,RECONCILED
GL-14210,2026-08-23,Sub-Sahara Telco PLC,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,18376.88,30,RECONCILED
GL-14211,2026-07-18,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,26886.54,45,PENDING_AUDIT
GL-14212,2026-10-03,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Engineering Salaries,Gusto Payroll,6854.5,45,RECONCILED
GL-14213,2026-05-06,EMEA Logistics Ltd,General & Admin,Payroll & Benefits,Engineering Salaries,Remote.com Global,11487.35,60,RECONCILED
GL-14214,2026-12-14,EMEA Logistics Ltd,Customer Support,Sales & Marketing,Google Search & Ads Campaign,Meta Business,7910.15,45,RECONCILED
GL-14215,2026-09-13,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,32326.44,45,RECONCILED
GL-14216,2026-01-27,Sub-Sahara Telco PLC,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,29795.82,45,RECONCILED
GL-14217,2026-10-14,EMEA Logistics Ltd,Engineering & R&D,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,5287.71,60,RECONCILED
GL-14218,2026-04-06,Group HQ (US),General & Admin,Sales & Marketing,Global SaaS Summit Booth,Meta Business,20999.81,30,RECONCILED
GL-14219,2026-05-11,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,5208.49,60,RECONCILED
GL-14220,2026-06-07,Group HQ (US),General & Admin,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,27059.47,60,RECONCILED
GL-14221,2026-02-25,EMEA Logistics Ltd,Sales & Marketing,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,4273.27,30,RECONCILED
GL-14222,2026-03-24,Enterprise Cloud BV,Sales & Marketing,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,4420.05,60,RECONCILED
GL-14223,2026-01-08,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,9013.04,45,PENDING_AUDIT
GL-14224,2026-05-13,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Stripe Payment Processing,Amazon Web Services,3598.01,60,RECONCILED
GL-14225,2026-08-26,EMEA Logistics Ltd,Customer Support,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,53363.94,30,RECONCILED
GL-14226,2026-02-20,EMEA Logistics Ltd,General & Admin,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,3203.53,60,PENDING_AUDIT
GL-14227,2026-07-24,Sub-Sahara Telco PLC,Customer Support,Payroll & Benefits,Executive Compensation,Mercer Benefits,31810.54,45,PENDING_AUDIT
GL-14228,2026-01-24,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,26246.71,30,RECONCILED
GL-14229,2026-06-09,Sub-Sahara Telco PLC,General & Admin,General & Admin,Office Facilities & Coworking,Salesforce Inc,3955.03,45,RECONCILED
GL-14230,2026-10-03,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,29901.7,45,RECONCILED
GL-14231,2026-05-22,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,18077.69,45,PENDING_AUDIT
GL-14232,2026-03-29,EMEA Logistics Ltd,Sales & Marketing,Payroll & Benefits,Executive Compensation,Remote.com Global,12798.12,45,RECONCILED
GL-14233,2026-03-13,Sub-Sahara Telco PLC,Customer Support,Sales & Marketing,LinkedIn B2B Lead Generation,LinkedIn B2B Marketing,4880.18,30,RECONCILED
GL-14234,2026-02-14,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,24996.05,30,RECONCILED
GL-14235,2026-01-11,Group HQ (US),Engineering & R&D,General & Admin,Software Subscriptions (Slack/GitHub),Baker McKenzie LLP,1804.03,45,RECONCILED
GL-14236,2026-09-14,Sub-Sahara Telco PLC,General & Admin,Direct COGS,Stripe Payment Processing,OpenAI Inc,1827.41,45,RECONCILED
GL-14237,2026-10-19,EMEA Logistics Ltd,Engineering & R&D,Direct COGS,Stripe Payment Processing,Stripe Inc,3972.92,45,PENDING_AUDIT
GL-14238,2026-06-27,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,24047.03,60,RECONCILED
GL-14239,2026-09-14,EMEA Logistics Ltd,Engineering & R&D,Payroll & Benefits,Executive Compensation,Remote.com Global,34284.22,45,PENDING_AUDIT
GL-14240,2026-08-10,Enterprise Cloud BV,Sales & Marketing,Sales & Marketing,Global SaaS Summit Booth,HubSpot Marketing,19211.82,60,RECONCILED
GL-14241,2026-12-07,Sub-Sahara Telco PLC,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Stripe Inc,2298.61,60,RECONCILED
GL-14242,2026-01-24,Group HQ (US),Data Infrastructure,Payroll & Benefits,Contract Data Engineers,ADP TotalSource,9311.85,60,RECONCILED
GL-14243,2026-05-16,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Stripe Payment Processing,Cloudflare CDN,6218.35,30,RECONCILED
GL-14244,2026-07-21,Sub-Sahara Telco PLC,Sales & Marketing,Direct COGS,Stripe Payment Processing,Amazon Web Services,4536.4,60,RECONCILED
GL-14245,2026-08-11,EMEA Logistics Ltd,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,ADP TotalSource,4178.42,30,RECONCILED
GL-14246,2026-09-11,Group HQ (US),Data Infrastructure,Sales & Marketing,Global SaaS Summit Booth,HubSpot Marketing,22121.23,60,RECONCILED
GL-14247,2026-03-07,Group HQ (US),Sales & Marketing,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,1373.65,30,RECONCILED
GL-14248,2026-07-07,Group HQ (US),Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,66170.68,45,RECONCILED
GL-14249,2026-06-06,Sub-Sahara Telco PLC,Customer Support,Payroll & Benefits,Engineering Salaries,ADP TotalSource,7579.28,45,RECONCILED
GL-14250,2026-04-22,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,5911.74,30,RECONCILED
GL-14251,2026-03-09,EMEA Logistics Ltd,Sales & Marketing,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,5749.25,30,RECONCILED
GL-14252,2026-11-26,EMEA Logistics Ltd,General & Admin,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,860.5,45,PENDING_AUDIT
GL-14253,2026-02-01,Enterprise Cloud BV,General & Admin,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,1879.93,45,RECONCILED
GL-14254,2026-11-04,Enterprise Cloud BV,Sales & Marketing,General & Admin,Software Subscriptions (Slack/GitHub),WeWork Management,2195.43,60,PENDING_AUDIT
GL-14255,2026-10-17,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,36159.59,30,RECONCILED
GL-14256,2026-11-14,Group HQ (US),Customer Support,Direct COGS,Third-Party LLM API Credits,Stripe Inc,1795.85,45,RECONCILED
GL-14257,2026-05-04,Enterprise Cloud BV,Customer Support,Direct COGS,Third-Party LLM API Credits,Stripe Inc,3192.35,45,RECONCILED
GL-14258,2026-08-14,EMEA Logistics Ltd,Engineering & R&D,Direct COGS,Stripe Payment Processing,OpenAI Inc,4463.78,30,RECONCILED
GL-14259,2026-06-08,Group HQ (US),General & Admin,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,13746.1,45,RECONCILED
GL-14260,2026-06-23,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,20180.41,30,RECONCILED
GL-14261,2026-01-27,Enterprise Cloud BV,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,1642.32,45,RECONCILED
GL-14262,2026-04-24,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,16421.43,60,RECONCILED
GL-14263,2026-11-10,Sub-Sahara Telco PLC,Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,48120.8,30,RECONCILED
GL-14264,2026-10-17,Group HQ (US),Sales & Marketing,Payroll & Benefits,Contract Data Engineers,ADP TotalSource,5157.85,30,RECONCILED
GL-14265,2026-02-26,Enterprise Cloud BV,Customer Support,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,5547.8,60,PENDING_AUDIT
GL-14266,2026-05-28,Enterprise Cloud BV,Engineering & R&D,Sales & Marketing,Google Search & Ads Campaign,Meta Business,9023.3,30,FLAGGED_VARIANCE
GL-14267,2026-01-18,EMEA Logistics Ltd,General & Admin,Payroll & Benefits,Engineering Salaries,ADP TotalSource,14747.13,45,RECONCILED
GL-14268,2026-05-09,Enterprise Cloud BV,Customer Support,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,72659.85,60,RECONCILED
GL-14269,2026-08-03,Group HQ (US),General & Admin,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,20788.51,45,RECONCILED
GL-14270,2026-03-26,EMEA Logistics Ltd,Customer Support,Payroll & Benefits,Engineering Salaries,Remote.com Global,8307.92,60,RECONCILED
GL-14271,2026-11-18,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Stripe Payment Processing,Amazon Web Services,1234.11,30,RECONCILED
GL-14272,2026-07-10,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,27487.81,60,RECONCILED
GL-14273,2026-11-21,Enterprise Cloud BV,General & Admin,Direct COGS,Stripe Payment Processing,Cloudflare CDN,7975.07,45,RECONCILED
GL-14274,2026-07-09,EMEA Logistics Ltd,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,5801.6,60,RECONCILED
GL-14275,2026-05-29,Sub-Sahara Telco PLC,Customer Support,Payroll & Benefits,Engineering Salaries,Gusto Payroll,14684.99,45,RECONCILED
GL-14276,2026-12-10,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,9175.44,45,RECONCILED
GL-14277,2026-06-20,Group HQ (US),Customer Support,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,14625.57,30,RECONCILED
GL-14278,2026-09-21,Sub-Sahara Telco PLC,Engineering & R&D,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,4783.95,45,RECONCILED
GL-14279,2026-10-17,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,Stripe Payment Processing,Amazon Web Services,1121.67,60,PENDING_AUDIT
GL-14280,2026-04-28,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Engineering Salaries,Gusto Payroll,13047.74,45,RECONCILED
GL-14281,2026-09-22,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,9600.29,30,RECONCILED
GL-14282,2026-05-16,Sub-Sahara Telco PLC,General & Admin,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,5115.48,30,RECONCILED
GL-14283,2026-03-08,Enterprise Cloud BV,Customer Support,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,2167.2,30,PENDING_AUDIT
GL-14284,2026-06-07,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,53158.63,30,RECONCILED
GL-14285,2026-03-21,Enterprise Cloud BV,Data Infrastructure,Payroll & Benefits,Engineering Salaries,ADP TotalSource,13629.24,30,RECONCILED
GL-14286,2026-03-18,Sub-Sahara Telco PLC,Sales & Marketing,Payroll & Benefits,Engineering Salaries,Remote.com Global,6878.78,60,FLAGGED_VARIANCE
GL-14287,2026-12-08,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,1552.97,45,RECONCILED
GL-14288,2026-12-08,Sub-Sahara Telco PLC,Sales & Marketing,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,7538.73,30,RECONCILED
GL-14289,2026-12-03,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,776.64,45,RECONCILED
GL-14290,2026-06-09,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Stripe Payment Processing,Cloudflare CDN,5478.26,60,RECONCILED
GL-14291,2026-08-09,Group HQ (US),Data Infrastructure,Payroll & Benefits,Engineering Salaries,Mercer Benefits,12313.93,60,RECONCILED
GL-14292,2026-01-09,Sub-Sahara Telco PLC,General & Admin,Payroll & Benefits,Executive Compensation,Mercer Benefits,15798.85,45,RECONCILED
GL-14293,2026-07-13,EMEA Logistics Ltd,Data Infrastructure,Sales & Marketing,Google Search & Ads Campaign,LinkedIn B2B Marketing,7957.55,30,RECONCILED
GL-14294,2026-03-23,EMEA Logistics Ltd,Sales & Marketing,Payroll & Benefits,Executive Compensation,Mercer Benefits,33201.67,60,RECONCILED
GL-14295,2026-03-26,EMEA Logistics Ltd,Engineering & R&D,Payroll & Benefits,Executive Compensation,Mercer Benefits,16067.22,60,RECONCILED
GL-14296,2026-05-10,Sub-Sahara Telco PLC,Customer Support,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,6077.44,45,RECONCILED
GL-14297,2026-07-17,Group HQ (US),Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,26816.45,60,RECONCILED
GL-14298,2026-09-24,EMEA Logistics Ltd,Data Infrastructure,General & Admin,Audit & Corporate Legal Retainers,Baker McKenzie LLP,8040.71,45,PENDING_AUDIT
GL-14299,2026-05-06,Sub-Sahara Telco PLC,Engineering & R&D,Direct COGS,Stripe Payment Processing,OpenAI Inc,4011.58,30,RECONCILED
GL-14300,2026-06-03,Sub-Sahara Telco PLC,Engineering & R&D,Sales & Marketing,Global SaaS Summit Booth,LinkedIn B2B Marketing,18908.06,30,RECONCILED
GL-14301,2026-10-06,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,33749.86,45,RECONCILED
GL-14302,2026-03-11,Enterprise Cloud BV,Customer Support,General & Admin,Software Subscriptions (Slack/GitHub),PwC Audit Advisory,1726.44,60,RECONCILED
GL-14303,2026-01-02,Group HQ (US),Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,11175.0,30,RECONCILED
GL-14304,2026-07-07,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,15548.65,45,RECONCILED
GL-14305,2026-02-07,Enterprise Cloud BV,Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,LinkedIn B2B Marketing,5477.0,45,RECONCILED
GL-14306,2026-10-31,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,7999.14,60,RECONCILED
GL-14307,2026-08-07,EMEA Logistics Ltd,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,16504.57,60,RECONCILED
GL-14308,2026-05-06,Group HQ (US),Customer Support,Direct COGS,Stripe Payment Processing,Cloudflare CDN,7761.18,60,RECONCILED
GL-14309,2026-01-04,Group HQ (US),Engineering & R&D,Payroll & Benefits,Contract Data Engineers,ADP TotalSource,10634.13,45,RECONCILED
GL-14310,2026-04-19,Enterprise Cloud BV,General & Admin,Sales & Marketing,Global SaaS Summit Booth,LinkedIn B2B Marketing,10143.57,30,RECONCILED
GL-14311,2026-09-19,EMEA Logistics Ltd,Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,5128.56,45,RECONCILED
GL-14312,2026-11-13,Group HQ (US),Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,5438.5,60,RECONCILED
GL-14313,2026-01-06,Enterprise Cloud BV,Customer Support,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,21484.74,30,RECONCILED
GL-14314,2026-05-02,Group HQ (US),Data Infrastructure,General & Admin,Office Facilities & Coworking,Baker McKenzie LLP,5008.4,60,RECONCILED
GL-14315,2026-04-02,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,5625.18,60,RECONCILED
GL-14316,2026-04-20,Enterprise Cloud BV,General & Admin,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,4541.24,60,RECONCILED
GL-14317,2026-04-06,EMEA Logistics Ltd,Customer Support,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,22391.26,30,RECONCILED
GL-14318,2026-02-20,EMEA Logistics Ltd,Customer Support,Payroll & Benefits,Contract Data Engineers,Remote.com Global,4742.18,60,RECONCILED
GL-14319,2026-07-17,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,12533.52,30,RECONCILED
GL-14320,2026-08-10,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,3677.35,30,RECONCILED
GL-14321,2026-09-17,EMEA Logistics Ltd,General & Admin,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,2673.33,30,RECONCILED
GL-14322,2026-01-21,Sub-Sahara Telco PLC,Engineering & R&D,Direct COGS,Stripe Payment Processing,Stripe Inc,5733.52,30,RECONCILED
GL-14323,2026-12-11,Group HQ (US),General & Admin,Sales & Marketing,Google Search & Ads Campaign,HubSpot Marketing,7734.45,30,RECONCILED
GL-14324,2026-01-15,EMEA Logistics Ltd,General & Admin,Sales & Marketing,Google Search & Ads Campaign,HubSpot Marketing,5514.4,30,RECONCILED
GL-14325,2026-07-31,EMEA Logistics Ltd,Customer Support,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,45531.47,60,RECONCILED
GL-14326,2026-01-04,Enterprise Cloud BV,Engineering & R&D,Payroll & Benefits,Executive Compensation,Remote.com Global,27177.23,30,RECONCILED
GL-14327,2026-09-19,Enterprise Cloud BV,General & Admin,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,8066.2,30,RECONCILED
GL-14328,2026-08-21,EMEA Logistics Ltd,Sales & Marketing,General & Admin,Office Facilities & Coworking,Slack Technologies,3249.59,30,RECONCILED
GL-14329,2026-12-20,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,19406.65,30,RECONCILED
GL-14330,2026-05-11,Group HQ (US),Customer Support,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,1659.87,60,RECONCILED
GL-14331,2026-07-06,Group HQ (US),Sales & Marketing,Direct COGS,Stripe Payment Processing,OpenAI Inc,1294.46,60,RECONCILED
GL-14332,2026-05-20,EMEA Logistics Ltd,Engineering & R&D,Payroll & Benefits,Executive Compensation,ADP TotalSource,27370.75,45,RECONCILED
GL-14333,2026-08-14,EMEA Logistics Ltd,Data Infrastructure,Payroll & Benefits,Engineering Salaries,ADP TotalSource,8380.57,45,RECONCILED
GL-14334,2026-08-18,Group HQ (US),General & Admin,Payroll & Benefits,Contract Data Engineers,ADP TotalSource,10550.25,60,FLAGGED_VARIANCE
GL-14335,2026-09-24,Group HQ (US),Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,24927.87,45,RECONCILED
GL-14336,2026-06-21,EMEA Logistics Ltd,Customer Support,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,3965.56,30,RECONCILED
GL-14337,2026-06-23,Enterprise Cloud BV,General & Admin,Payroll & Benefits,Contract Data Engineers,ADP TotalSource,4223.25,30,RECONCILED
GL-14338,2026-02-18,EMEA Logistics Ltd,Customer Support,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,13206.02,45,RECONCILED
GL-14339,2026-01-21,Enterprise Cloud BV,Sales & Marketing,Payroll & Benefits,Contract Data Engineers,ADP TotalSource,5386.87,45,PENDING_AUDIT
GL-14340,2026-06-06,EMEA Logistics Ltd,Data Infrastructure,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,5339.85,45,RECONCILED
GL-14341,2026-03-18,Group HQ (US),Data Infrastructure,General & Admin,Software Subscriptions (Slack/GitHub),Slack Technologies,1753.1,30,RECONCILED
GL-14342,2026-09-26,EMEA Logistics Ltd,Sales & Marketing,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,1460.58,45,PENDING_AUDIT
GL-14343,2026-11-14,Enterprise Cloud BV,Sales & Marketing,Payroll & Benefits,Executive Compensation,Mercer Benefits,32510.23,60,RECONCILED
GL-14344,2026-12-25,Sub-Sahara Telco PLC,Engineering & R&D,Sales & Marketing,Global SaaS Summit Booth,LinkedIn B2B Marketing,16506.52,45,RECONCILED
GL-14345,2026-04-11,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,24472.06,45,RECONCILED
GL-14346,2026-10-13,Enterprise Cloud BV,General & Admin,Payroll & Benefits,Executive Compensation,Remote.com Global,15010.03,30,RECONCILED
GL-14347,2026-10-11,EMEA Logistics Ltd,Customer Support,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,4635.21,30,RECONCILED
GL-14348,2026-06-09,Group HQ (US),Customer Support,Payroll & Benefits,Engineering Salaries,ADP TotalSource,11226.63,30,RECONCILED
GL-14349,2026-01-31,Group HQ (US),General & Admin,Payroll & Benefits,Engineering Salaries,ADP TotalSource,10805.59,60,RECONCILED
GL-14350,2026-12-19,Sub-Sahara Telco PLC,Sales & Marketing,General & Admin,Audit & Corporate Legal Retainers,PwC Audit Advisory,6011.52,60,RECONCILED
GL-14351,2026-04-04,Enterprise Cloud BV,Sales & Marketing,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,5007.94,45,RECONCILED
GL-14352,2026-03-02,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,20883.69,30,RECONCILED
